name,mark
Intel Core i7-4850HQ,578
Intel Core i7-4710MQ,645
Intel Core i7-4770HQ,635
Intel Core i5-7440HQ,554
Intel Core i7-3720QM,610
Intel Core i7-4700MQ,631
Intel Core i5-1140G7,630
Intel Core i5-4590,530
AMD Ryzen 7 2700U,644
AMD Ryzen 3 2200G,576.84
AMD Ryzen 5 PRO 3500U,624
AMD Ryzen 3 4300U,580
AMD Ryzen 5 3450U,566.5
Intel Core i7-7567U,432
Intel Core i5-1030NG7,448
Intel Core i7-7660U,403.5
Intel Core i3-10110U,321
Intel Core i7-7600U,344
Intel Core i7-4712MQ,597
Intel Core i7-4702HQ,501
Intel Core i7-2860QM,533
Intel Core i5-7300HQ,513
Intel Core i5-4460,496
Intel Core i5-6300HQ,466
AMD Ryzen 3 1200,480
Intel Core i5-4430,463
AMD Ryzen 5 2500U,609
AMD Ryzen Embedded V1605B,654
Intel Core i5-6400,510
Intel Core i5-6400T,420
Intel Core i7-6567U,359.5
Intel Core i5-7360U,354
AMD Ryzen 3 PRO 3300U,481
Intel Core i7-7500U,340
Intel Core i3-8130U,338
Intel Core i3-1000NG4,333
Intel Core i7-5557U,353
Intel Core i7-4600M,310
Intel Core i5-4200H,323.5
Intel Core i5-5257U,316
Intel Core i5-4310M,326
Intel Core i7-6600U,321
Intel Core i7-6560U,314
Intel Core i5-4300M,313.5
Intel Core i7-6500U,316
Intel Core i7-5650U,296
Intel Core i5-4210M,305.5
Intel Core i5-3380M,278
AMD A8-7650K,296
Intel Core i7-5500U,289
Intel Core i5-4258U,283
AMD A8-5600K,292
Intel Core i7-4650U,256
Intel Core i5-6198DU,290
Intel Core i3-7130U,284
Intel Core i5-5300U,270
Intel Core i7-4510U,244
Intel Core i7-4500U,260
Intel Core i7-7Y75,258
Intel Core i3-10100Y,220
AMD FX-9830P,301
Intel Pentium G4500T,245
AMD Ryzen Embedded R1606G,317
AMD Ryzen 3 2200U,312
AMD Ryzen Embedded R1505G,264
Intel Core i5-5250U,260
Intel Core i3-5157U,259
Intel Core i5-7Y54,234
AMD Athlon 300U,308
Intel Core m3-7Y32,265
Intel Celeron J4105,270
AMD PRO A12-9800B,225
Intel Pentium Gold 5405U,227
Intel Core i3-4000M,240
Intel Core i5-3437U,224
AMD A12-9700P,225.5
AMD Pro A12-8800B,206
Intel Core i5-4260U,239
Intel Core m7-6Y75,205
Intel Core i3-7020U,227
Intel Pentium Gold 4417U,228
AMD PRO A8-9600B,203
AMD FX-7600P,228
Intel Core i3-5015U,214
Intel Core i3-5005U,208
Intel Core m5-6Y57,180
AMD A10-8700P,194
Intel Pentium Silver N6005,293
Intel Core i7-4610Y,192
Intel Pentium Silver N5030,225.97
Intel Celeron J4125,245.5
AMD A10-5750M,209
Intel Core M-5Y71,187
Intel Pentium 3825U,190
Intel Celeron 2970M,164
Intel Core i5-4302Y,185
AMD A10-4600M,187
AMD A8-5550M,188
AMD Athlon Silver 3050e,226.5
Intel Core M-5Y70,182
Intel Celeron 4205U,136
Intel Celeron 3865U,142
AMD A10 Pro-7350B,162
Intel Celeron N4120,224
Intel Core M-5Y10a,190
AMD A9-9425,125
AMD A9-9420,134
Intel Core i3-3227U,175
AMD A9-9410,130
Intel Core i5-3339Y,163
Intel Core i3-4005U,172
Intel Core i3-3217U,152
Intel Pentium N4200,163
AMD A8-7100,133
Intel Celeron J4115,244
Intel Core i3-4020Y,152
AMD A6-7310,139
Intel Core 2 Duo P8600,118
Intel Pentium 3558U,129
AMD A6-9220,111.5
Intel Pentium 2117U,120
Intel Celeron N4500,171
AMD A6-5350M,117.5
Intel Pentium N3540,156.5
Intel Celeron N3450,143
Intel Atom x7-Z8750,133
AMD A4-4300M,93
Intel Pentium N3700,141
Intel Atom x7-Z8700,116
AMD E2-7110,140
Intel Atom x5-Z8550,134
Intel Atom x7-E3950,125
Intel Celeron N2940,110.5
Intel Celeron J3355,90
Intel Celeron N3150,118
Intel Pentium N3510,123
AMD A4-5000,119
Intel Atom x5-Z8300,94
AMD E2-9000,84
Intel Celeron N2840,76
Intel Celeron N3060,72.5
Intel Atom x5-E8000,94
Intel Celeron N2830,67
Intel Celeron N3050,62.5
Intel Celeron N2810,59
Intel Core 2 Duo SU7300,72.22
AMD E1-6010,49
Intel Celeron N2806,58
AMD A4-1250,32.5
AMD A4-1200,31
AMD Ryzen Threadripper PRO 3975WX,7053
Intel Core i9-12900K,3765
AMD Ryzen 9 3950X,4002
Intel Core i9-10980XE,3744
Intel Core i7-12700K,3325
Intel Core i9-12900HK,2783
AMD Ryzen 9 3900X,3049
Intel Core i9-11900K,2397
AMD Ryzen 7 5800X,2616
AMD Ryzen 9 3900,2804
Intel Core i9-10850K,2457
Intel Core i7-12800H,2200
Apple M1 Pro,1690
Intel Core i9-11980HK,2152
Intel Core i9-11900H,2166
AMD Ryzen 9 5900HX,2095.5
Intel Core i7-12700H,2779.5
Apple M1 Pro 8-Core,1320
AMD Ryzen 7 3800XT,2230
AMD Ryzen 9 5900HS,2041.13
Intel Core i7-10700K,2027
Intel Core i9-9900K,1979
Intel Core i5-11600K,1744
AMD Ryzen 7 5800H,2009
Intel Core i9-7900X,2148
Intel Core i9-10980HK,1737
Intel Xeon W-10885M,1640
AMD Ryzen 5 5600H,1547.35
AMD Ryzen 7 PRO 5850U,1467
Intel Core i7-10875H,1594.5
Intel Core i7-10870H,1659
AMD Ryzen 5 5600G,1724
Intel Core i5-10600K,1452
Intel Core i7-8086K,1349
AMD Ryzen 7 2700X,1761.73
Intel Core i5-10400F,1332
Intel Core i7-6950X,1859
Intel Core i7-9700,1254
Intel Xeon E-2186M,1098
Intel Xeon E-2176G,1324
Intel Core i5-11400H,1277
Intel Core i7-8700,1199
Intel Core i9-9900T,1112
Intel Core i7-9750H,1188
AMD Ryzen 7 1800X,1618
Intel Xeon E5-2680 v4,1657
Intel Xeon E5-2697 v2,1550
Intel Core i7-10750H,1303.5
Intel Core i5-10500H,1289
Intel Core i7-11375H,929
Apple M1,1072
Intel Core i7-11370H,984
Intel Core i7-7740X,991
Intel Core i5-8600K,989.5
Intel Core i5-8500,950
AMD Ryzen 7 4700U,1094.5
Intel Core i7-10810U,775
Intel Core i5-8400,941
AMD Ryzen 7 1700,1413.85
AMD Ryzen 5 5600U,1409
AMD Ryzen 5 4680U,1291
AMD Ryzen 5 5500U,1236
AMD Ryzen 5 PRO 4650U,1161
Intel Core i5-11300H,960.5
Intel Core i3-10320,949
Intel Core i7-7700,857
Intel Core i7-3960X,1158
Intel Core i5-10300H,892
Intel Core i7-8809G,865
Intel Core i5-8500T,843
AMD Ryzen 5 1600,1129
Intel Core i7-6700,802
Intel Core i5-1038NG7,768
Intel Core i7-8706G,781
Intel Core i7-7920HQ,814
Intel Core i7-4790,765
Intel Core i7-7700T,714
Intel Core i7-8559U,798
Intel Core i7-4790S,714
Intel Core i5-8300H,812
AMD Ryzen 3 3300X,1071
Intel Core i5-9400F,984
Intel Core i3-10100,895
Intel Core i7-4940MX,708
Intel Core i7-7820HK,770
Intel Core i7-5950HQ,748
Intel Xeon E3-1535M v5,745.5
Intel Core i7-7700HQ,734
Intel Core i5-7500,585
Intel Core i5-8279U,750
Intel Core i7-4910MQ,697
Intel Xeon E3-1230 v3,729
Intel Core i5-6600K,601.5
Intel Core i7-5700HQ,720
Intel Core i7-6820HQ,704
Intel Core i7-6700T,668
Intel Core i7-1160G7,816.14
AMD Ryzen 5 1400,688
Intel Core i5-8257U,633.49
Intel Core i7-10610U,604.5
Intel Core i7-4960HQ,632
Intel Core i7-4810MQ,647
AMD Ryzen 3 1300X,558
Intel Core i5-1035G4,602.5
AMD Ryzen 7 3700U,672
Intel Core i5-10310U,545.63
Intel Core i7-8665U,670
Intel Core i5-10210U,616
Intel Core i7-4720HQ,642
Intel Core i7-4710HQ,646
Intel Core i7-8565U,608.5
Intel Core i7-2600K,613.5
Intel Core i5-8365U,579
Intel Core i7-4700HQ,637
Intel Core i5-8265U,601.5
Intel Xeon E3-1226 v3,534
AMD Ryzen 5 3550H,743.32
AMD Ryzen 3 5300U,915
AMD Ryzen 5 3500U,650
Intel Core i5-1130G7,616.67
AMD Ryzen 5 3580U,693
Intel Core i5-6500,541.5
Intel Core i7-8550U,553
Intel Core i3-1115G4,494
Intel Core i3-1005G1,405
Intel Core i3-8109U,381
Intel Core i7-4712HQ,517.5
Intel Core i7-4750HQ,612
Intel Core i7-4702MQ,575
AMD FX-8350,636
Intel Core i5-6600T,464.5
Intel Core i5-6440HQ,513
Intel Core i7-3632QM,521
Intel Core i5-8350U,569
Intel Core i5-7500T,512
Intel Core i5-8250U,563
AMD Ryzen 5 PRO 2500U,553
Intel Core i7-7560U,336
Intel Core i5-6500T,466
Intel Core i5-7267U,383
Intel Core i3-8145U,351.5
AMD Ryzen 3 3300U,471
AMD Ryzen 3 2300U,422.53
Intel Core i5-7300U,340
Intel Core i5-7260U,373
Intel Core i5-6287U,345
Intel Core i5-6267U,330
Intel Core i5-4210H,330
Intel Core i3-8121U,317.56
AMD A10-6800K,326
AMD A10-7850K,318
Intel Core i7-6650U,342
Intel Core i5-7200U,327
Intel Core i3-7100H,327.5
Intel Core i7-5600U,297
Intel Core i5-6360U,309
Intel Core i5-6300U,307
AMD A10-7700K,285
Intel Core i5-4200M,297
Intel Core i5-6260U,298
Intel Core i5-3230M,258
Intel Core i7-4600U,248
Intel Core i5-L16G7,255
Intel Core i5-6200U,289
Intel Core i3-6100H,292
Intel Core i5-5350U,277
Intel Core i7-8500Y,246.5
Intel Core i7-4550U,253
Intel Core i5-8210Y,269.5
Intel Core i5-4310U,263
Intel Core i7-3537U,247
AMD Ryzen 3 3250U,351
AMD Ryzen 3 3200U,334
AMD Athlon Gold 3150U,352
Intel Core i5-5200U,259
Intel Core i5-4300U,253
Intel Core i5-7Y57,273
Intel Core i3-7100U,256.5
Intel Core i3-6100U,247
Intel Core m3-8100Y,179.5
AMD FX-9800P,236
Intel Pentium Gold 4415U,239.5
Intel Core m3-7Y30,250
AMD A12-9720P,234.5
AMD FX-8800P,277
Intel Core i5-4210U,237
AMD A10-9620P,230
Intel Core i5-4200U,229
Intel Core i5-3337U,222
AMD A10-9600P,216
Intel Core i3-3110M,209
Intel Core i3-5010U,218
Intel Core i3-6006U,214.5
Intel Core i3-2350M,196
Intel Core m5-6Y54,222.5
AMD Pro A10-8700B,192
Intel Pentium Silver N6000,302
Intel Celeron N5095,300
AMD Pro A8-8600B,181
Intel Pentium Silver N5000,236.5
Intel Core i7-2637M,201
Intel Core i3-4158U,194
Intel Celeron J4005,144
Intel Core i5-4300Y,133
Intel Core i3-4030U,191
AMD A10-5745M,177
Intel Core m3-6Y30,204
Intel Core M-5Y51,152
AMD 3020e,196
Intel Celeron 3867U,134
AMD FX-7500,153
Intel Core M-5Y31,208
Intel Core M-5Y10c,164
Intel Core M-5Y10,155
AMD A9-9420e,97
Intel Core i5-4202Y,169
AMD A6-6400K,149
Intel Core i5-4210Y,147
Intel Core i3-4010U,170.5
Intel Pentium Gold 4415Y,164
AMD A10-7300,158
AMD A8-7410,174
AMD A4-5300,107
Intel Celeron N4100,198
Intel Core i3-4012Y,150
AMD A8-6410,165
AMD A6-6310,157
AMD A4-7210,157
AMD A6-9225,108.5
Intel Pentium 3556U,125.5
Intel Celeron N4505,204
Intel Celeron N4020,144.07
Intel Celeron N4000,138
AMD A6-5200,156
Intel Pentium N3710,145
AMD A4-5150M,100.95
Intel Pentium N3530,130.5
Intel Pentium N3520,144
AMD E2-9010,91
AMD A4-6210,134.5
Intel Atom Z3795,131
Intel Atom x5-Z8500,106.5
Intel Celeron 2957U,105
Intel Celeron N3350,85
Intel Celeron N2930,129
Intel Celeron N2920,118.5
Intel Atom x5-Z8350,97
AMD E2-3800,103
AMD A6 Pro-7050B,81.5
AMD A6-9220e,86
Intel Celeron N2910,97
AMD A4 Micro-6400T,95
Intel Celeron N2820,58
Intel Celeron N2815,55.5
Intel Pentium 2129Y,72
AMD E1-2500,44
Intel Celeron N2807,65
Intel Celeron N2805,44
AMD E1-2100,36
