name,mark
Intel Iris Plus Graphics G7 (Ice Lake 64 EU),16163.5
NVIDIA GeForce GTX 675M,20452.5
AMD Radeon HD 6990M,21082
NVIDIA GeForce GTX 460M SLI,18583
NVIDIA GeForce GTX 485M,19877.5
NVIDIA Quadro K3100M,22437.5
NVIDIA GeForce GTX 670MX,20268
NVIDIA GeForce GTX 760M,19221
NVIDIA GeForce GTX 670M,19451.5
NVIDIA Maxwell GPU Surface Book,15111
AMD FirePro M8900,16703
AMD Radeon HD 8870M,15675
NVIDIA GeForce GTX 570M,17004.5
Intel UHD Graphics Xe 750 32EUs (Rocket Lake),17496.5
AMD FirePro M5100,18391
NVIDIA GeForce MX230,18399
NVIDIA Quadro K2100M,15586
AMD Radeon HD 6950M,13719
NVIDIA GeForce GTX 660M,14704
AMD Radeon R9 M265X,15426
AMD Radeon HD 8790M,13118
ATI Mobility Radeon HD 4870 X2,14120
NVIDIA GeForce GTX 470M,16562
NVIDIA GeForce GT 750M,13670
NVIDIA GeForce 940MX,12843
NVIDIA Quadro K1100M,12159
AMD Radeon RX Vega 7,19185.5
Intel Iris Plus Graphics G4 (Ice Lake 48 EU),13031
NVIDIA Quadro M600M,20563
AMD Radeon R9 M375,11543
AMD Radeon R7 M445,12657
NVIDIA GeForce GT 650M,13514
NVIDIA Quadro M500M,12377.5
AMD Radeon R7 M275DX,12122
NVIDIA GeForce GTX 560M,15327
NVIDIA GeForce GT 740M,9700
NVIDIA GeForce 930M,11760
AMD Radeon 530,11481
NVIDIA GeForce 830M,10222.5
Intel Iris Plus Graphics 640,14117.5
Intel Iris Graphics 540,13568.5
NVIDIA GeForce GTX 260M SLI,11989
ATI Mobility Radeon HD 5870,12830.5
NVIDIA Quadro 5000M,12967
ATI FirePro M7820,12531.5
NVIDIA GeForce 9800M GTX SLI,11288
AMD Radeon R7 M260X,11820
AMD Radeon HD 8550G + HD 8750M Dual Graphics,8553
NVIDIA GeForce GT 645M,11189
AMD Radeon HD 8750M,8901.5
AMD Radeon R7 M270,9791.5
NVIDIA Quadro FX 3800M,12923
ATI Mobility Radeon HD 4870,10655
NVIDIA GeForce GT 640M,10625.5
AMD Radeon R7 (Kaveri),7921.5
AMD Radeon R7 M460,8587
AMD Radeon R7 M360,8273.5
NVIDIA GeForce 920M,9003.5
AMD Radeon HD 8690M,9413
AMD Radeon R7 M440,8800
ATI Mobility Radeon HD 3870 X2,13815.5
ATI Mobility Radeon HD 3850 X2,12800
AMD Radeon R7 M260,7810
AMD Radeon 520,6492
AMD Radeon RX Vega 6 (Ryzen 2000/3000),12132
Intel UHD Graphics G1 (Ice Lake 32 EU),10955
Intel UHD Graphics Xe 16EUs (Tiger Lake-H),12803
Intel HD Graphics 530,11309
Intel UHD Graphics 620,10622
AMD Radeon R6 (Carrizo),6896
ATI Mobility Radeon HD 4850,9784
NVIDIA GeForce 9800M GTX,10138
AMD Radeon HD 7690M XT,10919
NVIDIA GeForce GT 640M LE,8858
AMD Radeon HD 8730M,8620
NVIDIA GeForce GT 635M,8517.5
ATI Mobility Radeon HD 5850,9655
NVIDIA Quadro 2000M,11656
NVIDIA GeForce 8800M GTX,9217
NVIDIA GeForce GT 445M,10304
AMD Radeon HD 6755G2,7377
AMD Radeon HD 8650G + HD 8670M Dual Graphics,5716
AMD Radeon HD 7660G + HD 7670M Dual Graphics,7935
AMD Radeon HD 8670M,4670
NVIDIA Quadro K1000M,8340.5
NVIDIA GeForce GTS 160M,9327
ATI Mobility Radeon HD 5830,8050
AMD Radeon HD 6730M,7918
ATI Mobility Radeon HD 4830,7155
AMD Radeon HD 8650G,6732.5
AMD Radeon HD 6620G + HD 7670M Dual Graphics,7083
AMD Radeon HD 7670M,8203
AMD Radeon R5 M335,5921
AMD Radeon R5 M430,6246
AMD Radeon RX Vega 3,11103
NVIDIA GeForce 910M,6741
Intel HD Graphics 520,8656
NVIDIA GeForce GT 720M,7896
AMD Radeon R5 M240,5698
AMD Radeon R5 (Stoney Ridge),5174
AMD Radeon HD 8450G + Radeon HD 8570M Dual Graphics,4242
Intel HD Graphics 6000,8091
AMD Radeon HD 8550M,4700
NVIDIA GeForce GT 540M,7986
Intel HD Graphics 4600,7362
Intel HD Graphics 5500,6998
Intel UHD Graphics 617,8662
Intel HD Graphics 615,7399
ATI FirePro M5800,7237
NVIDIA GeForce 710M,7993
NVIDIA GeForce GT 435M,7510.5
Intel HD Graphics 5000,5940
NVIDIA GeForce GTS 350M,8303.5
AMD Radeon HD 6630M,6934
AMD FirePro M2000,6086
NVIDIA Quadro FX 1800M,7572.5
AMD Radeon HD 6530M,7119.5
NVIDIA GeForce GT 620M,7462
AMD Radeon HD 7640G + HD 7610M Dual Graphics,7881.5
AMD Radeon HD 7620G,5553
Intel HD Graphics 515,6446
Intel HD Graphics 610,6386.5
AMD Radeon HD 8610G,3538
NVIDIA NVS 5200M,7502.5
ATI Mobility Radeon HD 4670,6828
NVIDIA GeForce 9700M GTS,7779
NVIDIA GeForce GT 335M,6892
AMD Radeon HD 7600G,3504
ATI Mobility Radeon HD 5165,6125
ATI Mobility Radeon HD 4650,6207
NVIDIA GeForce Go 7900 GTX SLI,6820
ATI Mobility Radeon HD 3850,6095
NVIDIA Quadro FX 880M,6378
NVIDIA GeForce GT 240M,5952
Intel UHD Graphics 605,3526.5
Intel HD Graphics 5300,4775
NVIDIA Quadro FX 3500M,5254
NVIDIA GeForce 9700M GT,5908.5
ATI Mobility Radeon HD 550v,5260
AMD Radeon HD 6620G,3595.5
AMD Radeon R5 (Beema/Carrizo-L),4956
AMD Radeon R4 (Kaveri),3179
AMD Radeon R2 (Stoney Ridge),3809
Intel HD Graphics 4200,3383
AMD Radeon HD 6540G2,4026
AMD Radeon HD 6480G + HD 7450M Dual Graphics,3648
AMD Radeon HD 7470M,3624.5
AMD Radeon HD 8400,3532
AMD Radeon HD 7520G,4332
NVIDIA GeForce Go 7800 GTX SLI,5269
NVIDIA GeForce Go 7900 GS SLI,5076
NVIDIA NVS 4200M,4929
NVIDIA Quadro FX 2500M,4695
AMD Radeon HD 8330,3334.5
Intel HD Graphics 500,3506
NVIDIA GeForce 9650M GT,4880
NVIDIA Quadro FX 1700M,6302
NVIDIA GeForce Go 7800 GTX,4000
NVIDIA Quadro NVS 320M,4769
NVIDIA GeForce 9600M GT,5174
NVIDIA Quadro FX 770M,5296.5
AMD Radeon HD 6510G2,4313
NVIDIA GeForce 610M,4598
Intel HD Graphics (Braswell),1311
AMD Radeon HD 6470M,4502
NVIDIA GeForce GT 520M,4742.5
ATI Mobility Radeon HD 3670,4389.5
AMD Radeon HD 6520G,3322
NVIDIA GeForce GT 320M,4706
ATI Mobility Radeon X1900,3460
NVIDIA GeForce Go 6800 Ultra,2500
NVIDIA GeForce 9600M GS,4382.5
AMD Radeon HD 7400G,2931
ATI Mobility Radeon HD 2700,4067.5
NVIDIA GeForce 410M,4035
AMD Radeon HD 6370M,3999
AMD Radeon HD 6450M,3845.5
ATI Mobility FireGL V5700,4270.5
ATI Mobility Radeon HD 545v,3760
AMD Radeon HD 8250,2570
ATI Mobility Radeon HD 4570,3633
ATI Mobility Radeon HD 5450,3775.5
ATI Mobility Radeon HD 2600,3177
NVIDIA Quadro FX 380M,3687
NVIDIA GeForce G210M,3047
NVIDIA GeForce 315M,3267
NVIDIA GeForce 9500M G,3435
NVIDIA NVS 2100M,2971
NVIDIA GeForce Go 6800,1900
AMD Radeon HD 6380G,2639
AMD Radeon HD 8210,2177.5
ATI Mobility Radeon HD 4550,3449
Intel HD Graphics (Ivy Bridge),2930
ATI Mobility Radeon HD 4350,3130
NVIDIA GeForce 305M,3101
ATI Mobility FireGL V5250,1672
NVIDIA GeForce Go 7600,1900
ATI Mobility Radeon X1600,1836
ATI Mobility Radeon 9800,860
ATI Mobility Radeon X1450,1085
NVIDIA GeForce G 110M,2450
NVIDIA GeForce 8400M GT,1033
Intel HD Graphics 2000,2288
NVIDIA GeForce G 103M,1885
NVIDIA GeForce G 205M,1589
Intel HD Graphics (Sandy Bridge),2509
AMD Radeon HD 6320,2406.5
AMD Radeon HD 6310,1984.5
ATI Mobility Radeon HD 3470 Hybrid X2,2324
NVIDIA GeForce 9300M G,1775.5
NVIDIA GeForce 9300M GS,1465
NVIDIA Quadro NVS 160M,1841
AMD Radeon HD 7290,1536
ATI Mobility Radeon HD 3450,1911.5
ATI Mobility Radeon HD 3410,1450
ATI Radeon HD 4270,1402
ATI Radeon HD 4200,1465
AMD Radeon HD 6250,1446.5
NVIDIA Quadro FX 360M,1490
ATI Mobility Radeon X1400,1064
NVIDIA GeForce 8400M GS,1343
ATI Mobility Radeon HD 2400,1215
ATI Radeon HD 4225,1053
NVIDIA GeForce 8400M G,912
NVIDIA GeForce 8200M G,1250
Intel Graphics Media Accelerator (GMA) 4500M,612.5
NVIDIA Quadro FX 350M,680
NVIDIA GeForce Go 7300,712.5
ATI Mobility Radeon X600,280
ATI Mobility Radeon HD 2300,834.5
ATI Mobility Radeon X1300,725
ATI Mobility Radeon X300,200
ATI Radeon Xpress X1250,387.5
ATI Radeon Xpress X1200,278
Intel Graphics Media Accelerator (GMA) 3650,422
ATI Radeon Xpress 1150,219
NVIDIA GeForce Go 6100,173
Intel Graphics Media Accelerator (GMA) 3600,280.5
Intel Graphics Media Accelerator (GMA) 950,107
ATI Radeon Xpress 200M,202
SIS Mirage 3+ 672MX,145
Intel Graphics Media Accelerator (GMA) 600,119
VIA Chrome9 HC,115
