name,mark
AMD Ryzen 3 1300X,152
Intel Core i5-1035G4,169
AMD Ryzen 7 3700U,139
Intel Core i5-10310U,170.04
Intel Core i7-8665U,180
Intel Core i5-10210U,166
Intel Core i7-4720HQ,138
Intel Core i7-4710HQ,135
Intel Core i7-8565U,173
Intel Core i7-2600K,129
Intel Core i5-8365U,166
Intel Core i7-4700HQ,132
Intel Core i5-8265U,159
Intel Xeon E3-1226 v3,145
AMD Ryzen 5 3550H,144.5
AMD Ryzen 3 5300U,170
AMD Ryzen 5 3500U,143
Intel Core i5-1130G7,179
AMD Ryzen 5 3580U,139
Intel Core i5-6500,146.5
Intel Core i7-8550U,163
Intel Core i3-1115G4,193
Intel Core i3-1005G1,157
Intel Core i3-8109U,153
Intel Core i7-4712HQ,121.5
Intel Core i7-4750HQ,123
Intel Core i7-4702MQ,124
AMD FX-8350,97
Intel Core i5-6600T,138
Intel Core i5-6440HQ,145
Intel Core i7-3632QM,113
Intel Core i5-8350U,150.5
Intel Core i5-7500T,129
Intel Core i5-8250U,143.5
AMD Ryzen 5 PRO 2500U,134
Intel Core i7-7560U,153
Intel Core i5-6500T,128
Intel Core i5-7267U,141
Intel Core i3-8145U,148.5
AMD Ryzen 3 3300U,134
AMD Ryzen 3 2300U,79
Intel Core i5-7300U,142
Intel Core i5-7260U,142
Intel Core i5-6287U,143
Intel Core i5-6267U,131
Intel Core i5-4210H,129
Intel Core i3-8121U,133
AMD A10-6800K,100
AMD A10-7850K,86
Intel Core i7-6650U,132
Intel Core i5-7200U,128
Intel Core i3-7100H,130
Intel Core i7-5600U,130
Intel Core i5-6360U,125
Intel Core i5-6300U,122
AMD A8-7650K,84
Intel Core i7-5500U,121
Intel Core i5-4258U,112
AMD A8-5600K,87
Intel Core i7-4650U,123
Intel Core i5-6198DU,117
Intel Core i3-7130U,111
Intel Core i5-5300U,117
Intel Core i7-4510U,119
Intel Core i7-4500U,116
Intel Core i7-7Y75,126
Intel Core i3-10100Y,122
AMD FX-9830P,93
Intel Pentium G4500T,118
AMD Ryzen Embedded R1606G,139
AMD Ryzen 3 2200U,117
AMD Ryzen Embedded R1505G,97.3
Intel Core i5-5250U,107
Intel Core i3-5157U,98
Intel Core i5-7Y54,115
AMD Athlon 300U,119
Intel Core m3-7Y32,120
Intel Celeron J4105,73
AMD PRO A12-9800B,75
Intel Pentium Gold 5405U,91.1
Intel Core i3-4000M,95
Intel Core i5-3437U,101
AMD A12-9700P,79
AMD Pro A12-8800B,72
Intel Core i5-4260U,105
Intel Core m7-6Y75,102
Intel Core i3-7020U,93
Intel Pentium Gold 4417U,89
AMD PRO A8-9600B,71
AMD FX-7600P,75
Intel Core i3-5015U,85
Intel Core i3-5005U,82
Intel Core m5-6Y57,101
AMD A10-8700P,69
Intel Pentium Silver N6005,115
Intel Core i7-4610Y,107
Intel Pentium Silver N5030,80.88
Intel Celeron J4125,76.15
AMD A10-5750M,76
Intel Core M-5Y71,96
Intel Pentium 3825U,77
Intel Celeron 2970M,85
Intel Core i5-4302Y,65
AMD A10-4600M,63
AMD A8-5550M,68
AMD Athlon Silver 3050e,102
Intel Core M-5Y70,91
Intel Celeron 3865U,72
AMD A10 Pro-7350B,55
Intel Celeron N4120,73.2
Intel Core M-5Y10a,83
AMD A9-9425,76
Intel Core i5-4202Y,74
AMD A9-9410,63
Intel Core i5-3339Y,71
Intel Core i3-4005U,68
Intel Core i3-3217U,63.5
Intel Pentium N4200,52
AMD A8-7100,44
Intel Celeron J4115,70.6
Intel Core i3-4020Y,60
AMD A6-7310,44.5
Intel Core 2 Duo P8600,65
Intel Pentium 3558U,67
AMD A6-9220,68.5
Intel Pentium 2117U,58
Intel Celeron N4500,82
AMD A6-5350M,63.5
Intel Pentium N3540,42
Intel Celeron N3450,44.5
Intel Atom x7-Z8750,38.9
AMD A4-4300M,60
Intel Pentium N3700,37
Intel Atom x7-Z8700,37.5
AMD E2-7110,37
Intel Atom x5-Z8550,36
Intel Atom x7-E3950,41
Intel Celeron N2940,35.5
Intel Celeron J3355,47.6
Intel Celeron N3150,32
Intel Pentium N3510,33
AMD A4-5000,33
Intel Atom x5-Z8300,27
AMD E2-9000,47
Intel Celeron N2840,38
Intel Celeron N3060,38
Intel Atom x5-E8000,27
Intel Celeron N2830,38
Intel Celeron N3050,34
Intel Celeron N2810,31
Intel Core 2 Duo SU7300,38.7
AMD E1-6010,25
Intel Celeron N2806,26
AMD A4-1250,20.5
AMD A4-1200,19
AMD Ryzen Threadripper PRO 3975WX,201
Intel Core i9-12900K,289
AMD Ryzen 9 3950X,209
Intel Core i9-10980XE,208
Intel Core i7-12700K,272
Intel Core i9-12900HK,276.5
AMD Ryzen 9 3900X,207
Intel Core i9-11900K,256
AMD Ryzen 7 5800X,266
AMD Ryzen 9 3900,197
Intel Core i9-10850K,215
Intel Core i7-12800H,261.5
Apple M1 Pro,209
Intel Core i9-11980HK,230
Intel Core i9-11900H,239.5
AMD Ryzen 9 5900HX,240
Intel Core i7-12700H,257.5
Apple M1 Pro 8-Core,210
AMD Ryzen 7 3800XT,219
AMD Ryzen 9 5900HS,236.5
Intel Core i7-10700K,208
Intel Core i9-9900K,212
Intel Core i5-11600K,238
AMD Ryzen 7 5800H,229.5
Intel Core i9-7900X,192.74
Intel Core i9-10980HK,206
Intel Xeon W-10885M,210
AMD Ryzen 5 5600H,223
AMD Ryzen 7 PRO 5850U,227
Intel Core i7-10875H,202
Intel Core i7-10870H,200
AMD Ryzen 5 5600G,228
Intel Core i5-10600K,205
Intel Core i7-8086K,206
AMD Ryzen 7 2700X,175.67
Intel Core i5-10400F,180
Intel Core i7-6950X,155.5
Intel Core i7-9700,199
Intel Xeon E-2276M,195
Intel Xeon W-2145,177
AMD Ryzen 7 4800U,182
Intel Core i5-9600K,193
Intel Core i7-9850H,193
AMD Ryzen 7 2700,161
AMD Ryzen 7 1700X,154
AMD Ryzen 5 4600H,177
Intel Core i7-10850H,203
Intel Xeon E-2176M,187
Intel Core i7-11390H,239
AMD Ryzen 7 PRO 4750U,181
Intel Core i7-1195G7,221
Intel Core i7-1185G7,217.07
Intel Core i7-8850H,181.5
Intel Core i7-7700K,192.5
Intel Core i7-8750H,173
Intel Core i7-1165G7,218
Intel Core i7-10710U,176
Intel Core i7-5960X,139
AMD Ryzen 5 2600X,163
AMD Ryzen 5 PRO 5650U,218
AMD Ryzen 5 2600,157.28
AMD Ryzen 5 4600U,175.5
Intel Core i5-11320H,212
Intel Core i5-10400H,192
Intel Core i7-4960X,144
Intel Core i7-6700K,177.5
Intel Core i5-1135G7,198
AMD Ryzen 5 4500U,174
Intel Core i7-4790K,174
AMD Ryzen 5 1600,147
Intel Core i7-6700,168.5
Intel Core i5-1038NG7,169
Intel Core i7-8706G,172
Intel Core i7-7920HQ,163
Intel Core i7-4790,158.5
Intel Core i7-7700T,155
Intel Core i7-8559U,188
Intel Core i7-4790S,150
Intel Core i5-8300H,170
AMD Ryzen 3 3300X,195
Intel Core i5-9400F,173
Intel Core i3-10100,181
Intel Core i7-4940MX,157
Intel Core i7-7820HK,162
Intel Core i7-4930MX,150
AMD Ryzen 5 2400G,155.63
Intel Core i5-8305G,157
Intel Xeon E3-1505M v5,157.5
Intel Core i7-4980HQ,154
Intel Xeon E3-1231 v3,152
Intel Core i5-6600K,166
Intel Core i7-5700HQ,144
Intel Core i7-6820HQ,153
Intel Core i7-6700T,153
Intel Core i7-1160G7,200.5
AMD Ryzen 5 1400,133.76
Intel Core i5-8257U,157.67
Intel Core i7-10610U,178
Intel Core i7-6700HQ,144
Intel Core i7-4870HQ,143
Intel Core i5-1035G7,170
AMD Ryzen 7 3750H,144
AMD Ryzen 7 PRO 3700U,149
Intel Core i5-1035G1,167.5
Intel Core i7-8650U,169
Intel Core i7-4800MQ,142
Intel Core i7-4850HQ,133
Intel Core i7-4710MQ,135
Intel Core i7-4770HQ,132
Intel Core i5-7440HQ,158
Intel Core i7-3720QM,126
Intel Core i7-4700MQ,132
Intel Core i5-1140G7,179
Intel Core i5-4590,146
AMD Ryzen 7 2700U,143.5
AMD Ryzen 3 2200G,145.55
AMD Ryzen 5 PRO 3500U,142
AMD Ryzen 3 4300U,165
AMD Ryzen 5 3450U,137.5
Intel Core i7-7567U,159
Intel Core i5-1030NG7,140
Intel Core i7-7660U,158.5
Intel Core i3-10110U,162
Intel Core i7-7600U,161
Intel Core i7-4712MQ,130
Intel Core i7-4702HQ,127
Intel Core i7-2860QM,123
Intel Core i5-7300HQ,142
Intel Core i5-4460,136
Intel Core i5-6300HQ,131
AMD Ryzen 3 1200,135
Intel Core i5-4430,127
AMD Ryzen 5 2500U,137
AMD Ryzen Embedded V1605B,128
Intel Core i5-6400,134
Intel Core i5-6400T,119
Intel Core i7-6567U,143.59
Intel Core i5-7360U,142.5
AMD Ryzen 3 PRO 3300U,126
Intel Core i7-7500U,144
Intel Core i3-8130U,139
Intel Core i3-1000NG4,141
Intel Core i7-5557U,140
Intel Core i7-4600M,132
Intel Core i5-4200H,129.5
Intel Core i5-5257U,124
Intel Core i5-4310M,128.5
Intel Core i7-6600U,141
Intel Core i7-6560U,132
Intel Core i5-4300M,126.5
Intel Core i7-6500U,128
Intel Core i7-5650U,112
Intel Core i5-4210M,122
AMD A10-7700K,83
Intel Core i5-4200M,118
Intel Core i5-6260U,117
Intel Core i5-3230M,105
Intel Core i7-4600U,124
Intel Core i5-L16G7,89.5
Intel Core i5-6200U,115
Intel Core i3-6100H,108
Intel Core i5-5350U,116
Intel Core i7-8500Y,130.5
Intel Core i7-4550U,118
Intel Core i5-8210Y,129.5
Intel Core i5-4310U,110
Intel Core i7-3537U,104
AMD Ryzen 3 3250U,126
AMD Ryzen 3 3200U,129
AMD Athlon Gold 3150U,117
Intel Core i5-5200U,108
Intel Core i5-4300U,108
Intel Core i5-7Y57,133
Intel Core i3-7100U,95
Intel Core i3-6100U,97
Intel Core m3-8100Y,96.6
AMD FX-9800P,74
Intel Pentium Gold 4415U,94
Intel Core m3-7Y30,105
AMD A12-9720P,72.5
AMD FX-8800P,82
Intel Core i5-4210U,102
AMD A10-9620P,72
Intel Core i5-4200U,99
Intel Core i5-3337U,95
AMD A10-9600P,76
Intel Core i3-3110M,81.5
Intel Core i3-5010U,85
Intel Core i3-6006U,83.5
Intel Core i3-2350M,79
Intel Core m5-6Y54,103
AMD Pro A10-8700B,70
Intel Pentium Silver N6000,117
Intel Celeron N5095,109
AMD Pro A8-8600B,69
Intel Pentium Silver N5000,78
Intel Core i7-2637M,93
Intel Core i3-4158U,77
Intel Celeron J4005,77
Intel Core i5-4300Y,77
Intel Core i3-4030U,70
AMD A10-5745M,63.5
Intel Core m3-6Y30,85.5
Intel Core M-5Y51,84
AMD 3020e,92
AMD FX-7500,55
Intel Core M-5Y31,98
Intel Core M-5Y10c,66
Intel Core M-5Y10,81
AMD A9-9420,81
AMD A6-6400K,88
Intel Core i5-4210Y,72.5
Intel Core i3-4010U,67
Intel Pentium Gold 4415Y,65
AMD A10-7300,58
AMD A8-7410,52
AMD A4-5300,67
Intel Celeron N4100,68.6
Intel Core i3-4012Y,60
AMD A8-6410,49
AMD A6-6310,47
AMD A4-7210,46
AMD A6-9225,73
Intel Pentium 3556U,65.5
Intel Celeron N4505,108
Intel Celeron N4020,78.93
Intel Celeron N4000,70.9
AMD A6-5200,42.4
Intel Pentium N3710,41
AMD A4-5150M,59.1
Intel Pentium N3530,39
Intel Pentium N3520,38
AMD E2-9010,53
AMD A4-6210,37.5
Intel Atom Z3795,37
Intel Atom x5-Z8500,35.5
Intel Celeron 2957U,55
Intel Celeron N3350,46
Intel Celeron N2930,35
Intel Celeron N2920,32.5
Intel Atom x5-Z8350,28
AMD E2-3800,28
AMD A6 Pro-7050B,49.5
AMD A6-9220e,31
Intel Celeron N2910,27
AMD A4 Micro-6400T,34
Intel Celeron N2820,37.9
Intel Celeron N2815,32.5
Intel Pentium 2129Y,39
AMD E1-2500,27
Intel Celeron N2807,35
Intel Celeron N2805,24
AMD E1-2100,20
