name,mark
Intel UHD Graphics Xe 750 32EUs (Rocket Lake),2817.5
AMD FirePro M5100,2967
NVIDIA GeForce MX230,3363.5
NVIDIA Quadro K2100M,2393.5
NVIDIA GeForce GT 755M,2800.5
NVIDIA GeForce 845M,2973
AMD Radeon R9 M265X,2633
AMD Radeon HD 8790M,2186.5
NVIDIA Quadro 4000M,2092
NVIDIA GeForce GTX 480M,2184.5
Intel Iris Pro Graphics 6200,2766
NVIDIA GeForce 940MX,2556
NVIDIA Quadro K1100M,1826.5
AMD Radeon RX Vega 7,5220
Intel Iris Plus Graphics G4 (Ice Lake 48 EU),3225
NVIDIA Quadro M600M,2911
AMD Radeon R9 M375,3314
AMD Radeon R7 M445,2208
NVIDIA GeForce GT 650M,2111.5
NVIDIA Quadro M500M,2364.5
AMD Radeon R7 M275DX,3553
AMD Radeon HD 7770M,2110
Intel Iris Pro Graphics 5200,1923
Intel Iris Plus Graphics 650,2761.5
Intel Iris Graphics 550,2533.5
AMD Radeon RX Vega 6 (Ryzen 4000/5000),4301
NVIDIA GeForce 830M,1961
Intel Iris Plus Graphics 640,2379
Intel Iris Graphics 540,2211.5
NVIDIA GeForce GT 735M,1713
AMD FirePro M4000,1981
AMD Radeon R7 M260X,1903
AMD Radeon HD 8550G + HD 8750M Dual Graphics,2353
NVIDIA GeForce GT 645M,1844.5
AMD FirePro M4100,1728
NVIDIA Quadro 3000M,1539
AMD Radeon R7 M265,1882
NVIDIA GeForce GT 640M,1728
AMD Radeon R7 (Kaveri),1734
AMD Radeon R7 M460,2139
AMD Radeon R7 M360,2029
AMD Radeon HD 8690M,1600
AMD Radeon R7 M440,2245
AMD Radeon R7 M340,2148
AMD Radeon R6 M340DX,2681
AMD Radeon RX Vega 5,3535
Intel UHD Graphics 630,1789.5
Intel HD Graphics 630,1729
Intel HD Graphics 530,1362
Intel UHD Graphics 620,1744
AMD Radeon R6 (Carrizo),1437.5
Qualcomm Adreno 680,1935.5
AMD FirePro M5950,1350
AMD Radeon R6 (Kaveri),1184
AMD Radeon HD 6770M,1328
NVIDIA GeForce GT 555M,1146
NVIDIA Quadro 2000M,1261
AMD Radeon HD 6755G2,1529
Intel HD Graphics 5600,1431
AMD Radeon HD 8650G + HD 8570M Dual Graphics,2004
AMD Radeon HD 8550G + HD 8670M Dual Graphics,1942
AMD Radeon R6 M255DX,2198
NVIDIA Quadro K1000M,1102
AMD Radeon HD 6740G2,1597
AMD Radeon HD 6570M,1067
AMD Radeon HD 7640G + HD 7670M Dual Graphics,1649
AMD Radeon HD 7520G + HD 7670M Dual Graphics,1621
NVIDIA GeForce GT 630M,1035
AMD Radeon R5 M330,1689
AMD Radeon R5 M255,1784
NVIDIA Quadro 1000M,943
NVIDIA GeForce 820M,1266.5
Intel Iris Graphics 6100,1694.5
AMD Radeon R5 M240,1588
AMD Radeon R5 M230,1175
AMD Radeon HD 6720G2,1456.5
AMD Radeon HD 8570M,1255
NVIDIA Quadro K610M,1143.5
Intel Iris Graphics 5100,1151
AMD Radeon HD 6650M,1037
Intel HD Graphics 5500,979
AMD Radeon R5 (Carrizo),1711
Intel UHD Graphics 615,1221
AMD Radeon R5 (Kaveri),901
NVIDIA GeForce 710M,1106.5
NVIDIA GeForce GT 435M,799
Intel HD Graphics 5000,1033.5
AMD Radeon HD 6630M,877
AMD FirePro M2000,841
ATI Mobility Radeon HD 5650,855.5
NVIDIA GeForce GT 625M,921
NVIDIA GeForce GT 525M,799
AMD Radeon HD 7610M,749
AMD Radeon HD 7640G,655.5
Intel UHD Graphics 610,915
Intel HD Graphics 4400,735.5
Intel HD Graphics 510,847
AMD Radeon HD 7550M,756
AMD Radeon HD 7600G,628
Intel UHD Graphics (Jasper Lake 16 EU),865
Intel HD Graphics 505,620
Intel HD Graphics 4000,523
AMD Radeon R4 (Stoney Ridge),972.5
AMD Radeon R4 (Beema),716
AMD Radeon R3 (Mullins/Beema),620
Intel HD Graphics (Broadwell),641
AMD Radeon HD 6520G + HD 7450M Dual Graphics,1006
AMD Radeon HD 7500G,585
AMD Radeon HD 8450G,724
AMD Radeon HD 6490M,601
NVIDIA GeForce GT 520MX,596.5
NVIDIA NVS 4200M,507
AMD Radeon HD 8330,530
Intel HD Graphics 500,482
AMD Radeon HD 7450M,581.5
Intel HD Graphics 405 (Braswell),473
Intel HD Graphics 400 (Braswell),349
NVIDIA GeForce GT 520M,502
Intel HD Graphics (Haswell),484
AMD Radeon HD 7400G,415
NVIDIA GeForce GT 415M,379
AMD Radeon R2 (Mullins/Beema/Carrizo-L),397
AMD Radeon HD 6450M,443
AMD Radeon HD 8250,422.5
AMD Radeon HD 8210,343.5
Intel HD Graphics (Ivy Bridge),315
AMD Radeon HD 7340,331.5
AMD Radeon HD 7310,260
AMD Radeon HD 8180,268
AMD Radeon HD 6290,179
Intel Graphics Media Accelerator (GMA) 3600,-1
NVIDIA GeForce RTX 3080 Laptop GPU,38470.5
NVIDIA RTX A5000 Laptop GPU,36163.5
NVIDIA GeForce RTX 2080 Super Mobile,34875.5
AMD Radeon RX 6800S,37004
NVIDIA GeForce RTX 2080 Mobile,34897
NVIDIA GeForce GTX 1070 SLI (Laptop),42910
NVIDIA RTX A3000 Laptop GPU,25611
NVIDIA GeForce RTX 3060 Laptop GPU,26722
NVIDIA Quadro RTX 5000 Max-Q,26465
NVIDIA GeForce RTX 2070 Mobile,26005
NVIDIA Quadro RTX 4000 (Laptop),25370.5
NVIDIA GeForce RTX 2070 Super Max-Q,27724
NVIDIA GeForce RTX 2070 Max-Q,22089
NVIDIA Quadro P5200,25100
NVIDIA GeForce RTX 2060 Mobile,21261.5
NVIDIA GeForce GTX 1080 Max-Q,23540
NVIDIA GeForce RTX 2060 Max-Q,19778.5
NVIDIA RTX A2000 Laptop GPU,17836.5
NVIDIA GeForce GTX 1660 Ti Mobile,20118.5
NVIDIA GeForce GTX 1070 Max-Q,18688
NVIDIA GeForce GTX 980M SLI,22006
NVIDIA GeForce GTX 980 (Laptop),17200.5
NVIDIA Quadro P4000,15433
NVIDIA GeForce GTX 1060 Mobile,14693
AMD Radeon RX 5500M,16613
NVIDIA Quadro P4000 Max-Q,15837
AMD Radeon RX 580 (Laptop),15223
NVIDIA Quadro P3000,12105
NVIDIA GeForce GTX 1060 Max-Q,13333.5
NVIDIA Quadro T2000 Max-Q,11461
NVIDIA Quadro T1000 (Laptop),11377
NVIDIA T500 Laptop GPU,7995.5
NVIDIA GeForce GTX 780M SLI,14139.5
AMD Radeon R9 M290X Crossfire,14147
NVIDIA GeForce GTX 680M SLI,10952
NVIDIA GeForce GTX 980M,12517
NVIDIA Quadro M5000M,11845
NVIDIA GeForce GTX 1050 Ti Mobile,9615.5
NVIDIA Quadro P2000 Max-Q,8148
NVIDIA GeForce GTX 970M,9877.5
NVIDIA GeForce MX450,8365.5
NVIDIA GeForce GTX 770M SLI,9569
AMD Radeon Pro Vega 16,10569
AMD Radeon Pro WX Vega M GL,10020
AMD Radeon R9 M390X,9448
NVIDIA GeForce GTX 1050 Mobile,7678.5
AMD Radeon R9 M395,8656
NVIDIA GeForce GTX 1050 Max-Q,7153.5
NVIDIA Quadro K5100M,6880
NVIDIA GeForce GTX 965M,7322
AMD Radeon RX 560 (Laptop),8329
NVIDIA GeForce GTX 870M,7156
AMD Radeon HD 8970M,6818
NVIDIA GeForce GTX 765M SLI,7944
NVIDIA GeForce GTX 680M,5897.5
NVIDIA Quadro P1000,6001
Intel Iris Xe MAX Graphics,8214
AMD Radeon HD 7970M,5645
AMD Radeon Pro 560,5305
Intel Iris Xe Graphics G7 96EUs,6613
NVIDIA GeForce GTX 960M,5278
NVIDIA Quadro M1200,5310
AMD Radeon RX 550X (Laptop),5344.5
AMD Radeon RX 640,5235
AMD Radeon Pro 555,5185
NVIDIA Quadro P600,4655
NVIDIA GeForce MX330,4834
Intel Iris Xe Graphics G7 80EUs,5259
NVIDIA Quadro K5000M,4893
NVIDIA GeForce GTX 770M,4889
AMD Radeon Pro WX 3100,3690.5
NVIDIA GeForce GTX 580M SLI,6106
NVIDIA GeForce GT 755M SLI,5673
AMD Radeon HD 6970M Crossfire,5541.5
NVIDIA GeForce GT 750M SLI,4634
AMD Radeon Pro 450,4502
AMD Radeon R9 M385X,5514.5
NVIDIA GeForce GTX 850M,4385.5
NVIDIA Quadro M620,3801
AMD Radeon R9 M280X,4698
NVIDIA GeForce GTX 765M,4019
NVIDIA GeForce GTX 480M SLI,4229
NVIDIA Quadro K4000M,3466
Intel Iris Plus Graphics G7 (Ice Lake 64 EU),4222
Intel Iris Pro Graphics 580,3220
NVIDIA GeForce GTX 580M,3116.5
NVIDIA GeForce GT 650M SLI,3597
NVIDIA GeForce GTX 485M,2709
AMD FirePro W5170M,4197
NVIDIA GeForce GTX 670MX,3587
NVIDIA GeForce GTX 760M,3369
NVIDIA GeForce GTX 670M,2698
NVIDIA Maxwell GPU Surface Book,2577
AMD Radeon HD 6970M,2818.5
AMD Radeon HD 7870M,2702
NVIDIA GeForce GTX 570M,2399
Intel UHD Graphics Xe 32EUs (Tiger Lake-H),3272
AMD FirePro M6000,2422
AMD Radeon RX Vega 8 (Ryzen 5000),6100.5
AMD Radeon RX Vega 8 (Ryzen 4000),5680
AMD Radeon HD 6950M,2452
NVIDIA GeForce GTX 660M,2369
AMD Radeon HD 8850M,2349
AMD Radeon HD 7850M,2467
AMD FirePro W4170M,2315
NVIDIA GeForce GTX 470M,2002.5
NVIDIA GeForce GT 750M,2543
NVIDIA GeForce MX130,2875
NVIDIA Quadro M520,2658
AMD Radeon RX Vega 8 (Ryzen 2000/3000),3543.5
NVIDIA GeForce 940M,2405.5
NVIDIA GeForce 930MX,2201.5
AMD FirePro W4190M,2351
Intel Iris Plus Graphics 655,2947
AMD Radeon R7 M370,2524
NVIDIA Quadro K620M,2434
NVIDIA GeForce 840M,2340
NVIDIA GeForce GT 745M,2249
NVIDIA GeForce GTX 560M,1820
NVIDIA GeForce GT 740M,1848
NVIDIA GeForce 930M,2153
AMD Radeon 530,2327
Intel Iris Plus Graphics 645,2985
NVIDIA GeForce MX110,2121
NVIDIA GeForce 920MX,1835
NVIDIA Quadro K2000M,1798
NVIDIA GeForce 825M,1756.5
AMD Radeon HD 8770M,1934
NVIDIA GeForce GTX 460M,1623
NVIDIA GeForce GT 730M,1722
AMD Radeon HD 7750M,2085
AMD Radeon HD 8750M,1698
AMD Radeon R7 M270,1857.5
AMD Radeon R7 (Bristol Ridge),1852
AMD Radeon R7 (Carrizo),1792
AMD Radeon R8 M365DX,2862.5
AMD Radeon HD 7730M,1478
NVIDIA GeForce 920M,1718.5
AMD Radeon R8 M445DX,3775
AMD Radeon R7 M260,1897
AMD Radeon 520,2016.5
AMD Radeon RX Vega 6 (Ryzen 2000/3000),2991
Intel UHD Graphics G1 (Ice Lake 32 EU),2127
Intel UHD Graphics Xe 16EUs (Tiger Lake-H),1679
Intel UHD Graphics G7 (Lakefield GT2 64 EU),1791.5
AMD Radeon R5 (Bristol Ridge),1720
Intel HD Graphics 620,1508.5
Qualcomm Adreno 685,1927
AMD Radeon HD 7690M XT,1346
NVIDIA GeForce GT 640M LE,1259
AMD Radeon HD 8730M,1370.5
NVIDIA GeForce GT 635M,1110
AMD Radeon HD 6850M,1469.5
NVIDIA GeForce GT 445M,1148
AMD Radeon HD 7690M,1141
AMD Radeon HD 8650G + HD 8670M Dual Graphics,2398
AMD Radeon HD 7660G + HD 7670M Dual Graphics,2112
AMD Radeon HD 8670M,1396
AMD Radeon HD 6750M,1158.5
NVIDIA GeForce GT 550M,973.5
AMD Radeon HD 6730M,1141
AMD Radeon HD 8650G,1433
AMD Radeon HD 6620G + HD 7670M Dual Graphics,1600
AMD Radeon HD 7670M,1061.5
AMD Radeon R5 M335,1784
AMD Radeon R5 M430,1689
AMD Radeon RX Vega 3,1723.5
NVIDIA GeForce 910M,1413
Intel HD Graphics 520,1293.5
NVIDIA GeForce GT 720M,1213
AMD Radeon R5 M320,1652
AMD Radeon R5 (Stoney Ridge),1264
AMD Radeon HD 8450G + Radeon HD 8570M Dual Graphics,1597
Intel HD Graphics 6000,1395.5
AMD Radeon HD 8550M,1307
NVIDIA GeForce GT 540M,888
Intel HD Graphics 4600,910.5
Intel UHD Graphics (Jasper Lake 32 EU),1552
Intel UHD Graphics 617,1540.5
Intel HD Graphics 615,1242.5
NVIDIA NVS 5400M,1119
AMD Radeon HD 7660G,1057
AMD Radeon HD 6680G2,1061
AMD Radeon HD 6550M,993
AMD Radeon HD 7650M,945.5
AMD Radeon HD 7570M,829
AMD Radeon HD 8550G,1179
NVIDIA GeForce GT 620M,933.5
AMD Radeon HD 7640G + HD 7610M Dual Graphics,1582.5
AMD Radeon HD 7620G,948
Intel HD Graphics 515,1014
Intel HD Graphics 610,880
AMD Radeon HD 8610G,889
NVIDIA NVS 5200M,1008
NVIDIA GeForce GT 425M,753
NVIDIA GeForce GT 420M,685
Intel UHD Graphics 605,648
Intel HD Graphics 5300,647
AMD Radeon HD 6620G,650
AMD Radeon R5 (Beema/Carrizo-L),764
AMD Radeon R4 (Kaveri),611
AMD Radeon R2 (Stoney Ridge),730.5
Intel HD Graphics 4200,638
AMD Radeon HD 6540G2,987
AMD Radeon HD 6480G + HD 7450M Dual Graphics,977
AMD Radeon HD 7470M,522
AMD Radeon HD 8400,614
AMD Radeon HD 7520G,559
AMD Radeon HD 8350G,624
Intel UHD Graphics 600,578.5
AMD Radeon HD 6510G2,1015
NVIDIA GeForce 610M,507.5
Intel HD Graphics (Braswell),395
AMD Radeon HD 6470M,535
AMD Radeon HD 7420G,453
AMD Radeon HD 6520G,492
AMD Radeon HD 6480G,467
NVIDIA GeForce 410M,415
AMD Radeon HD 8280,496
AMD Radeon HD 8240,427.5
Intel HD Graphics (Cherry Trail),298
Intel HD Graphics 2500,350.5
Intel HD Graphics (Bay Trail),186.5
AMD Radeon HD 6320,302
AMD Radeon HD 6310,251
AMD Radeon HD 7290,206
AMD Radeon HD 6250,172
